Detail ID,Detail Status,Product Family,Usage Batch Name,Fiscal Year,RRO Account #,RRO Name,Payment Date,Title,Article,Standard Number,Wr Wrk Inst,RH Account #,RH Name,Publisher,Pub Date,Number of Copies,Reported value,Amt in USD,Gross Amt in USD,Market,Market Period From,Market Period To,Author,Line,Error Reason
,,,,,,,,,,,,,,,,,,,,,,,,237,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,238,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,239,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,240,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,241,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,242,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,243,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,244,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,245,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,246,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,247,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,248,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,249,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,250,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,251,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,252,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,253,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,254,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,255,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,256,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,257,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,258,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,259,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,260,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,261,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,262,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,263,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,264,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,265,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,266,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,267,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,268,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,269,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,270,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,271,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,272,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,273,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,274,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,275,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,276,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,277,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,278,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,279,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,280,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,281,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,282,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,283,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,284,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,285,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,286,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,287,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,288,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,289,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,290,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,291,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,292,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,293,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,294,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,295,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,296,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,297,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,298,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,299,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,300,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,301,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,302,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,303,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,304,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,305,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,306,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,307,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,308,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,309,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,310,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,311,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,312,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,313,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,314,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,315,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,316,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,317,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,318,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,319,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,320,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,321,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,322,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,323,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,324,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,325,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,326,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,327,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,328,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,329,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,330,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,331,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,332,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,333,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,334,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,335,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,336,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,337,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,338,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,339,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,340,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,341,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,342,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,343,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,344,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,345,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,346,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,347,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,348,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,349,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,350,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,351,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,352,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,353,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
,,,,,,,,,,,,,,,,,,,,,,,,354,Detail ID: Field is required and cannot be null or empty; Detail Status: Field is required and cannot be null or empty; Detail Status: Usage status should be 'WORK_RESEARCH'; Wr Wrk Inst: Field is required and cannot be null or empty
