Assessment Name,Coverage Year,Grade,Wr Wrk Inst,Reported Work Portion ID,Reported Standard Number,Reported Title,Reported Media Type,Reported Article or Chapter Title,Reported Author,Reported Publisher,Reported Publication Date,Reported Page Range,Reported Vol/Number/Series,Comment,Line,Error Reason
,2019-2020,L,122980288,a506,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,547,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a507,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,548,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a508,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,549,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a509,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,550,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a510,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,551,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a511,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,552,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a512,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,553,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a513,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,554,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a514,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,555,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a515,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,556,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a516,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,557,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a517,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,558,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a518,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,559,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a519,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,560,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a520,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,561,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a521,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,562,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a522,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,563,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a523,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,564,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a524,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,565,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a525,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,566,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a526,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,567,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a527,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,568,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a528,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,569,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a529,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,570,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a530,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,571,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a531,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,572,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a532,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,573,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a533,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,574,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a534,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,575,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a535,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,576,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a536,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,577,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a537,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,578,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a538,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,579,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a539,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,580,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a540,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,581,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a541,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,582,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a542,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,583,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a543,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,584,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a544,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,585,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a545,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,586,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a546,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,587,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a547,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,588,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a548,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,589,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a549,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,590,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a550,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,591,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a551,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,592,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a552,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,593,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a553,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,594,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a554,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,595,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a555,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,596,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a556,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,597,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a557,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,598,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a558,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,599,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a559,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,600,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a560,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,601,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a561,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,602,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a562,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,603,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a563,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,604,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a564,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,605,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a565,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,606,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a566,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,607,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a567,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,608,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a568,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,609,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a569,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,610,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a570,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,611,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a571,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,612,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a572,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,613,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a573,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,614,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a574,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,615,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a575,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,616,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a576,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,617,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a577,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,618,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a578,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,619,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a579,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,620,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a580,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,621,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a581,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,622,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a582,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,623,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a583,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,624,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a584,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,625,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a585,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,626,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a586,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,627,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a587,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,628,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a588,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,629,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a589,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,630,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a590,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,631,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a591,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,632,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a592,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,633,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a593,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,634,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a594,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,635,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a595,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,636,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a596,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,637,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a597,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,638,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a598,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,639,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a599,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,640,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a600,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,641,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a601,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,642,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a602,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,643,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a603,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,644,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a604,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,645,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a605,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,646,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a606,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,647,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a607,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,648,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a608,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,649,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a609,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,650,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a610,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,651,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a611,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,652,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a612,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,653,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a613,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,654,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a614,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,655,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a615,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,656,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a616,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,657,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a617,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,658,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a618,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,659,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a619,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,660,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a620,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,661,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a621,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,662,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a622,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,663,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
