Detail ID,Title,Article,Standard Number,Wr Wrk Inst,RH Acct Number,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author
10003716,The Wall Street journal. Eastern edition (1959- ),Mazda Reports It Made Incorrect Bet On The Direction of Yen Against Dollar,12345XX-183391,123456789,1000011449,,3/5/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,
10003717,The Wall Street journal. Eastern edition (1959- ),Bank On It:  Upheaval Breeds Derivatives,12345XX-183537,123456789,1000001074,,3/6/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,
10003718,The Wall Street journal. Eastern edition (1959- ),Mazda Reports It Made Incorrect Bet On The Direction of Yen Against Dollar,12345XX-183541,123456789,1000031500,,3/7/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,
10003719,Tile teasers,Tile Teasers,12345XX-187652,123456789,1000027775,,3/8/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10003720,Tile teasers,Tile Teasers,12345XX-187656,123456789,1000012143,,3/9/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10003721,Transitions abroad (1985-2008),Coming Home: Relationships Roots and Unpacking,12345XX-189461,123456789,1000012145,,3/10/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,
10003722,Transitions abroad (1985-2008),Coming Home: Relationships Roots and Unpacking,12345XX-189463,123456789,1000013351,,3/11/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,
10003723,Washington post (1974- ),Obama Endorses Gay Marriage Says Same-Sex Couples Should Have Right to Wed,12345XX-194001,123456789,1000012620,,3/12/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10003724,Washington post (1974- ),Obama Endorses Gay Marriage Says Same-Sex Couples Should Have Right to Wed,12345XX-194026,123456789,1000024267,,3/13/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10003725,When I am an old woman I shall wear purple : an anthology of short stories and poetry,Warning,12345XX-194933,123456789,1000032573,,3/14/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10003726,White privilege : essential readings on the other side of racism,White Privilege: Unpacking the Invisible Knapsack,12345XX-195215,123456789,1000002520,,3/15/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10003727,White privilege : essential readings on the other side of racism,White Privilege: Unpacking the Invisible Knapsack,12345XX-195220,123456789,1000021476,,3/16/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10003728,White privilege : essential readings on the other side of racism,White Privilege: Unpacking the Invisible Knapsack,12345XX-195222,123456789,1000026416,,3/17/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10003729,White privilege : essential readings on the other side of racism,White Privilege: Unpacking the Invisible Knapsack,12345XX-195223,123456789,1000017319,,3/18/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10003730,White privilege : essential readings on the other side of racism,White Privilege: Unpacking the Invisible Knapsack,12345XX-195226,123456789,1000016975,,3/19/2023,,23.25,Bus1088.89 Sch1088.89 Univ,2015,2015,Aarseth1088.89 Espen J.
10003731,A 5 is against the law! : social boundaries : straight up! :,What is a 5 Point Scale?,12345XX-01,123456789,1000017477,,3/20/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003732,A 5 is against the law! : social boundaries : straight up! :,What is a 5 Point Scale?,12345XX-01,123456789,1000000725,,3/21/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003733,A christological catechism : New Testament answers,DID JESUS CLEARLY CLAIM TO BE GOD?,12345XX-01,123456789,1000012140,,3/22/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003734,A christological catechism : New Testament answers,DID JESUS CLEARLY CLAIM TO BE GOD?,12345XX-01,123456789,1000001879,,3/23/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003735,A christological catechism : New Testament answers,DID JESUS CLEARLY CLAIM TO BE GOD?,12345XX-01,123456789,1000015009,,3/24/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003736,A christological catechism : New Testament answers,DID JESUS CLEARLY CLAIM TO BE GOD?,12345XX-01,123456789,1000030416,,3/25/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003737,A crack in the mirror : reflexive perspectives in anthropology,,12345XX-01,123456789,1000012721,,3/26/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003738,A crack in the mirror : reflexive perspectives in anthropology,,12345XX-01,123456789,1000023571,,3/27/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003739,A guidebook to nuclear reactors,,12345XX-01,123456789,1000027910,,3/28/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003740,A guidebook to nuclear reactors,,12345XX-01,123456789,1000011166,,3/29/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003741,A history of earliest Italy,,12345XX-01,123456789,1000008846,,3/30/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003742,A history of earliest Italy,,12345XX-01,123456789,1000020156,,3/31/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003743,AAOHN journal : official journal of the American Association of Occupational Health Nurses (1986- ),AAOHN journal 50(2),12345XX-1489,123456789,1000018760,,4/1/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003744,AAOHN journal : official journal of the American Association of Occupational Health Nurses (1986- ),Developing a Strategic Plan for the New Millennium,12345XX-1537,123456789,1000022378,,4/2/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003745,AAOHN journal : official journal of the American Association of Occupational Health Nurses (1986- ),Competencies in Occupational and Environmental Health Nursing,12345XX-1577,123456789,1000023379,,4/3/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003746,AAOHN journal : official journal of the American Association of Occupational Health Nurses (1986- ),Epidemiology Basics for Occupational Health Nurses,12345XX-1578,123456789,1000005319,,4/4/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003747,AAOHN journal : official journal of the American Association of Occupational Health Nurses (1986- ),Developing a Strategic Plan for the New Millennium,12345XX-1585,123456789,1000027402,,4/5/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003748,AAOHN journal : official journal of the American Association of Occupational Health Nurses (1986- ),Using financial metrics to prove and communicate value to management. Occupational health nurses as key players on the management team.,12345XX-1605,123456789,1000007244,,4/6/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003749,AAOHN journal : official journal of the American Association of Occupational Health Nurses (1986- ),AAOHN journal 50(2),12345XX-1666,123456789,1000016217,,4/7/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003750,AAOHN journal : official journal of the American Association of Occupational Health Nurses (1986- ),Developing a Strategic Plan for the New Millennium,12345XX-1714,123456789,1000027494,,4/8/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003751,AAOHN journal : official journal of the American Association of Occupational Health Nurses (1986- ),Competencies in Occupational and Environmental Health Nursing,12345XX-1754,123456789,1000019803,,4/9/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003752,AAOHN journal : official journal of the American Association of Occupational Health Nurses (1986- ),Epidemiology Basics for Occupational Health Nurses,12345XX-1755,123456789,1000000715,,4/10/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003753,AAOHN journal : official journal of the American Association of Occupational Health Nurses (1986- ),Developing a Strategic Plan for the New Millennium,12345XX-1762,123456789,1000005479,,4/11/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003754,AAOHN journal : official journal of the American Association of Occupational Health Nurses (1986- ),Using financial metrics to prove and communicate value to management. Occupational health nurses as key players on the management team.,12345XX-1782,123456789,1000032437,,4/12/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003755,Affilia (1986- ),Changing My Mind: An Encounter with Jane Addams,12345XX-3730,123456789,1000007243,,4/13/2023,,23.25,Univ,2015,2015,
10003756,Affilia (1986- ),Changing My Mind: An Encounter with Jane Addams,12345XX-3766,123456789,1000004250,,4/14/2023,,23.25,Univ,2015,2015,
10003757,Albucasis on surgery and instruments : a definitive edition of the Arabic text with English translation and commentary,,12345XX-4877,123456789,1000017617,,4/15/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003758,Albucasis on surgery and instruments : a definitive edition of the Arabic text with English translation and commentary,,12345XX-4886,123456789,1000029831,,4/16/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003759,Alternatives (1975- ),Des jardins et des villes,12345XX-5308,123456789,1000026054,,4/17/2023,,23.25,Univ,2015,2015,
10003760,Alternatives (1975- ),Des jardins et des villes,12345XX-5317,123456789,1000011851,,4/18/2023,,23.25,Univ,2015,2015,
10003761,American family physician (1970- ),Failure to Thrive,12345XX-5750,123456789,1000006390,,4/19/2023,,23.25,Univ,2015,2015,
10003762,American family physician (1970- ),Failure to Thrive,12345XX-5824,123456789,1000027234,,4/20/2023,,23.25,Univ,2015,2015,
10003763,American journal of bioethics : AJOB (2001- ),What if Patients with Dementia Use Decision Aids to Make an Advance Euthanasia Request?,12345XX-6303,123456789,1000018368,,4/21/2023,,23.25,Univ,2015,2015,
10003764,American journal of bioethics : AJOB (2001- ),What if Patients with Dementia Use Decision Aids to Make an Advance Euthanasia Request?,12345XX-6311,123456789,1000025702,,4/22/2023,,23.25,Univ,2015,2015,
10003765,American journal of health promotion : AJHP (1986- ),Health Promotion:  A Conceptual Integration,12345XX-6563,123456789,1000018949,,4/23/2023,,23.25,Univ,2015,2015,
10003766,American journal of health promotion : AJHP (1986- ),Health Promotion:  A Conceptual Integration,12345XX-6580,123456789,1000007246,,4/24/2023,,23.25,Univ,2015,2015,
10003767,American journal of nursing (1900- ),From Novice to Expert,12345XX-6724,123456789,1000022911,,4/25/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003768,American journal of nursing (1900- ),The American journal of nursing 87(4):,12345XX-6763,123456789,1000007241,,4/26/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003769,American journal of nursing (1900- ),The American journal of nursing 95(1),12345XX-6790,123456789,1000000520,,4/27/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003770,American journal of nursing (1900- ),Americal Journal of Nursing 98(4),12345XX-6792,123456789,1000023639,,4/28/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003771,American journal of nursing (1900- ),Katie's legacy,12345XX-6808,123456789,1000012160,,4/29/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003772,American journal of nursing (1900- ),From Novice to Expert,12345XX-6966,123456789,1000008990,,4/30/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003773,American journal of nursing (1900- ),The American journal of nursing 87(4):,12345XX-7005,123456789,1000003207,,5/1/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003774,American journal of nursing (1900- ),The American journal of nursing 95(1),12345XX-7032,123456789,1000000152,,5/2/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003775,American journal of nursing (1900- ),Americal Journal of Nursing 98(4),12345XX-7034,123456789,1000001856,,5/3/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003776,American journal of nursing (1900- ),Katie's legacy,12345XX-7050,123456789,1000030718,,5/4/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003777,ANNA journal (1984-1999),Rhabdomyolysis: A comprehensive guide,12345XX-9083,123456789,1000012185,,5/5/2023,,23.25,Univ,2015,2015,
10003778,ANNA journal (1984-1999),Ethical decision-making in nephrology nursing for end of life care,12345XX-9089,123456789,1000012172,,5/6/2023,,23.25,Univ,2015,2015,
10003779,ANNA journal (1984-1999),Rhabdomyolysis: A comprehensive guide,12345XX-9129,123456789,1000018303,,5/7/2023,,23.25,Univ,2015,2015,
10003780,ANNA journal (1984-1999),Ethical decision-making in nephrology nursing for end of life care,12345XX-9135,123456789,1000009071,,5/8/2023,,23.25,Univ,2015,2015,
10003781,ANNA journal (1984-1999),Rhabdomyolysis: A comprehensive guide,12345XX-9140,123456789,1000001219,,5/9/2023,,23.25,Univ,2015,2015,
10003782,ANNA journal (1984-1999),Ethical decision-making in nephrology nursing for end of life care,12345XX-9146,123456789,1000008926,,5/10/2023,,23.25,Univ,2015,2015,
10003783,ANNA journal (1984-1999),Rhabdomyolysis: A comprehensive guide,12345XX-9169,123456789,1000008928,,5/11/2023,,23.25,Univ,2015,2015,
10003784,ANNA journal (1984-1999),Ethical decision-making in nephrology nursing for end of life care,12345XX-9175,123456789,1000008937,,5/12/2023,,23.25,Univ,2015,2015,
10003785,ANNA journal (1984-1999),Changing to a caring paradigm for teaching and learning,12345XX-9178,123456789,1000022184,,5/13/2023,,23.25,Univ,2015,2015,
10003786,ANNA journal (1984-1999),Rhabdomyolysis: A comprehensive guide,12345XX-9184,123456789,1000017792,,5/14/2023,,23.25,Univ,2015,2015,
10003787,ANNA journal (1984-1999),Ethical decision-making in nephrology nursing for end of life care,12345XX-9190,123456789,1000009999,,5/15/2023,,23.25,Univ,2015,2015,
10003788,ANNA journal (1984-1999),Rhabdomyolysis: A comprehensive guide,12345XX-9230,123456789,1000021763,,5/16/2023,,23.25,Univ,2015,2015,
10003789,ANNA journal (1984-1999),Ethical decision-making in nephrology nursing for end of life care,12345XX-9236,123456789,1000031493,,5/17/2023,,23.25,Univ,2015,2015,
10003790,ANNA journal (1984-1999),Rhabdomyolysis: A comprehensive guide,12345XX-9241,123456789,1000012131,,5/18/2023,,23.25,Univ,2015,2015,
10003791,ANNA journal (1984-1999),Ethical decision-making in nephrology nursing for end of life care,12345XX-9247,123456789,1000025328,,5/19/2023,,23.25,Univ,2015,2015,
10003792,ANNA journal (1984-1999),Rhabdomyolysis: A comprehensive guide,12345XX-9270,123456789,1000012191,,5/20/2023,,23.25,Univ,2015,2015,
10003793,ANNA journal (1984-1999),Ethical decision-making in nephrology nursing for end of life care,12345XX-9276,123456789,1000000378,,5/21/2023,,23.25,Univ,2015,2015,
10003794,ANNA journal (1984-1999),Changing to a caring paradigm for teaching and learning,12345XX-9279,123456789,1000004548,,5/22/2023,,23.25,Univ,2015,2015,
10003795,ANS = Advances in nursing science (1978- ),Review of image quality standards to control digital X-ray systems,12345XX-9892,123456789,1000001842,,5/23/2023,,23.25,Univ,2015,2015,
10003796,ANS = Advances in nursing science (1978- ),Review of image quality standards to control digital X-ray systems,12345XX-10096,123456789,1000000891,,5/24/2023,,23.25,Univ,2015,2015,
10003797,Applied occupational and environmental hygiene (1990-2003),Applied occupational and environmental hygiene 11(2),12345XX-10797,123456789,1000001058,,5/25/2023,,23.25,Univ,2015,2015,
10003798,Applied occupational and environmental hygiene (1990-2003),Exposure of Workers at a Magazine Printing Company,12345XX-10812,123456789,1000005965,,5/26/2023,,23.25,Univ,2015,2015,
10003799,Applied occupational and environmental hygiene (1990-2003),Case Studies: Respirable Crystalline Silica Dust Exposure During Abrasive Blast Cleaning of Bridge Deck Surfaces,12345XX-10819,123456789,1000009607,,5/27/2023,,23.25,Univ,2015,2015,
10003800,Applied occupational and environmental hygiene (1990-2003),Applied occupational and environmental hygiene 11(2),12345XX-10830,123456789,1000029740,,5/28/2023,,23.25,Univ,2015,2015,
10003801,Applied occupational and environmental hygiene (1990-2003),Exposure of Workers at a Magazine Printing Company,12345XX-10845,123456789,1000000584,,5/29/2023,,23.25,Univ,2015,2015,
10003802,Applied occupational and environmental hygiene (1990-2003),Case Studies: Respirable Crystalline Silica Dust Exposure During Abrasive Blast Cleaning of Bridge Deck Surfaces,12345XX-10852,123456789,1000011951,,5/30/2023,,23.25,Univ,2015,2015,
10003803,Applied radiology. Buyer's guide,Practical Musculoskeletal extremity MR Imaging Protocols,12345XX-10923,123456789,1000017227,,5/31/2023,,23.25,Univ,2015,2015,
10003804,Applied radiology. Buyer's guide,Practical Musculoskeletal extremity MR Imaging Protocols,12345XX-10982,123456789,1000000168,,6/1/2023,,23.25,Univ,2015,2015,
10003805,Archives of pediatrics & adolescent medicine (1994-2013),Family perspectives on the quality of pediatric palliative care,12345XX-11404,123456789,1000019087,,6/2/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003806,Archives of pediatrics & adolescent medicine (1994-2013),Family perspectives on the quality of pediatric palliative care,12345XX-11406,123456789,1000011668,,6/3/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003807,ART news (1923- ),Woman Artists '80,12345XX-12027,123456789,1000029372,,6/4/2023,,23.25,Univ,2015,2015,
10003808,ART news (1923- ),Woman Artists '80,12345XX-12066,123456789,1000025280,,6/5/2023,,23.25,Univ,2015,2015,
10003809,Arts & ideas,FURTURISM AND THE MECHANICAL STYLE,12345XX-12373,123456789,1000019237,,6/6/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003810,Arts & ideas,FURTURISM AND THE MECHANICAL STYLE,12345XX-12386,123456789,1000028173,,6/7/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003811,Audio culture : readings in modern music,Audio Culture: Readings in Modern Music,12345XX-13063,123456789,1000000057,,6/8/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003812,Audio culture : readings in modern music,Pierre Schaffer,12345XX-13066,123456789,1000000600,,6/9/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003813,Audio culture : readings in modern music,Audio Culture: Readings in Modern Music,12345XX-13090,123456789,1000022487,,6/10/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003814,Audio culture : readings in modern music,Pierre Schaffer,12345XX-13093,123456789,1000009484,,6/11/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003815,Autobiography,What I Have Lived For,12345XX-13283,123456789,1000015680,,6/12/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003816,Autobiography,What I Have Lived For,12345XX-13289,123456789,1000024127,,6/13/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003817,Basic anatomy of the head and neck,,12345XX-13737,123456789,1000002084,,6/14/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003818,Basic anatomy of the head and neck,,12345XX-13738,123456789,1000000490,,6/15/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003819,Basic anatomy of the head and neck,,12345XX-13746,123456789,1000006454,,6/16/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003820,Basic anatomy of the head and neck,,12345XX-13747,123456789,1000024145,,6/17/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003821,Basic skills in science,Basic Skills in Science,12345XX-13871,123456789,1000000555,,6/18/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003822,Basic skills in science,Basic Skills in Science,12345XX-13875,123456789,1000010509,,6/19/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003823,Be confident,BE Confident: Live by Faith Not by Sight,12345XX-14057,123456789,1000001548,,6/20/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003824,Be confident,Be Confident: Live by Faith Not by Sight,12345XX-14060,123456789,1000001841,,6/21/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003825,Be confident,Be Confident: Live by Faith Not by Sight,12345XX-14061,123456789,1000000489,,6/22/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003826,Be confident,Be Confident: Live by Faith Not by Sight,12345XX-14063,123456789,1000001288,,6/23/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003827,Be confident,BE Confident: Live by Faith Not by Sight,12345XX-14101,123456789,1000023744,,6/24/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003828,Be confident,Be Confident: Live by Faith Not by Sight,12345XX-14104,123456789,1000003774,,6/25/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003829,Be confident,Be Confident: Live by Faith Not by Sight,12345XX-14105,123456789,1000030138,,6/26/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003830,Be confident,Be Confident: Live by Faith Not by Sight,12345XX-14107,123456789,1000028443,,6/27/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003831,Better than well : American medicine meets the American dream,Better than Well: American Medicine Meets the American Dream,12345XX-14806,123456789,1000020322,,6/28/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003832,Better than well : American medicine meets the American dream,Better than Well: American Medicine Meets the American Dream,12345XX-14810,123456789,1000007942,,6/29/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003833,Biblical viewpoint,The New Covenant,12345XX-15389,123456789,1000000188,,6/30/2023,,23.25,Univ,2015,2015,
10003834,Biblical viewpoint,Biblical Viewpoint,12345XX-15392,123456789,1000015091,,7/1/2023,,23.25,Univ,2015,2015,
10003835,Biblical viewpoint,The New Covenant,12345XX-15417,123456789,1000009509,,7/2/2023,,23.25,Univ,2015,2015,
10003836,Biblical viewpoint,Biblical Viewpoint,12345XX-15420,123456789,1000004524,,7/3/2023,,23.25,Univ,2015,2015,
10003837,Bioscene : journal of college biology teaching,WRITING ABOUT BIOLOGY: HOW RHETORICAL CHOICES CAN INFLUENCE THE IMPACT,12345XX-15691,123456789,1000003574,,7/4/2023,,23.25,Univ,2015,2015,
10003838,Bioscene : journal of college biology teaching,WRITING ABOUT BIOLOGY: HOW RHETORICAL CHOICES CAN INFLUENCE THE IMPACT,12345XX-15694,123456789,1000029731,,7/5/2023,,23.25,Univ,2015,2015,
10003839,Blog rules : a business guide to managing policy1088.89 public relations1088.89 and legal issues,BLOG RULES,12345XX-16657,123456789,1000034596,,7/6/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003840,Blog rules : a business guide to managing policy1088.89 public relations1088.89 and legal issues,BLOG RULES,12345XX-16659,123456789,1000009384,,7/7/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003841,Building community : Christian1088.89 caring1088.89 vital,Listening,12345XX-18393,123456789,1000002718,,7/8/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003842,Building community : Christian1088.89 caring1088.89 vital,Listening,12345XX-18401,123456789,1000013352,,7/9/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003843,Business week (1929- ),Managing the Tweets,12345XX-19095,123456789,1000029047,,7/10/2023,,23.25,Univ,2015,2015,
10003844,Business week (1929- ),How O'Neil Got Alcoa Shinning,12345XX-19210,123456789,1000032895,,7/11/2023,,23.25,Univ,2015,2015,
10003845,Business week (1929- ),The Numbers Game,12345XX-19212,123456789,1000015276,,7/12/2023,,23.25,Univ,2015,2015,
10003846,Business week (1929- ),Managing the Tweets,12345XX-19338,123456789,1000007677,,7/13/2023,,23.25,Univ,2015,2015,
10003847,Business week (1929- ),How O'Neil Got Alcoa Shinning,12345XX-19453,123456789,1000002368,,7/14/2023,,23.25,Univ,2015,2015,
10003848,Business week (1929- ),The Numbers Game,12345XX-19455,123456789,1000003534,,7/15/2023,,23.25,Univ,2015,2015,
10003849,Canadian community as partner : theory and practice in nursing,Community assessment1088.89 Table 9.2: Learning about the community on foot,12345XX-20150,123456789,1000007247,,7/16/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003850,Canadian community as partner : theory and practice in nursing,Community assessment1088.89 Table 9.2: Learning about the community on foot,12345XX-20168,123456789,1000000364,,7/17/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003851,Chicago sun-times,CHICAGO SUN TIMES1088.89 JAN 121088.89 2010,12345XX-22018,123456789,1000000357,,7/18/2023,,23.25,Univ,2015,2015,
10003852,Chicago sun-times,CHICAGO SUN TIMES1088.89 JAN 121088.89 2010,12345XX-22022,123456789,1000007204,,7/19/2023,,23.25,Univ,2015,2015,
10003853,Child care information exchange,Questions as techniques for scaffolding children's learning,12345XX-22406,123456789,1000002356,,7/20/2023,,23.25,Univ,2015,2015,
10003854,Child care information exchange,Music: The Great Connector,12345XX-22411,123456789,1000006959,,7/21/2023,,23.25,Univ,2015,2015,
10003855,Child care information exchange,Can't make em do it,12345XX-22421,123456789,1000004798,,7/22/2023,,23.25,Univ,2015,2015,
10003856,Child care information exchange,Questions as techniques for scaffolding children's learning,12345XX-22560,123456789,1000001352,,7/23/2023,,23.25,Univ,2015,2015,
10003857,Child care information exchange,Music: The Great Connector,12345XX-22565,123456789,1000000486,,7/24/2023,,23.25,Univ,2015,2015,
10003858,Child care information exchange,Can't make em do it,12345XX-22575,123456789,1000000367,,7/25/2023,,23.25,Univ,2015,2015,
10003859,Christian history & biography,Columbus's millennial voyage,12345XX-23608,123456789,1000031420,,7/26/2023,,23.25,Univ,2015,2015,
10003860,Christian history & biography,Columbus's millennial voyage,12345XX-23610,123456789,1000015184,,7/27/2023,,23.25,Univ,2015,2015,
10003861,Christian history & biography,Columbus's millennial voyage,12345XX-23616,123456789,1000007346,,7/28/2023,,23.25,Univ,2015,2015,
10003862,Christian history & biography,Columbus's millennial voyage,12345XX-23618,123456789,1000000375,,7/29/2023,,23.25,Univ,2015,2015,
10003863,Christian research journal (2003- ),Pro and Con: The Seeker- Church Movement,12345XX-23698,123456789,1000000485,,7/30/2023,,23.25,Univ,2015,2015,
10003864,Christian research journal (2003- ),Pro and Con: The Seeker- Church Movement,12345XX-23704,123456789,1000001274,,7/31/2023,,23.25,Univ,2015,2015,
10003865,Clinical handbook of psychotropic drugs,,12345XX-25193,123456789,1000002376,,8/1/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003866,Clinical handbook of psychotropic drugs,,12345XX-25198,123456789,1000013357,,8/2/2023,,23.25,Univ,2015,2015,Aarseth1088.89 Espen J.
10003867,Clinical journal of oncology nursing (1997- ),Clinical Journal of Oncology Nursing,12345XX-25257,123456789,1000011952,,8/3/2023,,23.25,Univ,2015,2015,
10003868,Clinical journal of oncology nursing (1997- ),Clinical Journal of Oncology Nursing,12345XX-25261,123456789,1000006980,,8/4/2023,,23.25,Univ,2015,2015,
10003869,Clinical journal of oncology nursing (1997- ),Clinical Journal of Oncology Nursing,12345XX-25265,123456789,1000001284,,8/5/2023,,23.25,Univ,2015,2015,
10003870,Clinical journal of oncology nursing (1997- ),Hematopoietic Support with Moderately Myelosuppressive Chemotherapy Regimens,12345XX-25268,123456789,1000034316,,8/6/2023,,23.25,Univ,2015,2015,
10003871,Clinical journal of oncology nursing (1997- ),Acute Myeloid Leukemia: A Classification and Treatment Update,12345XX-25270,123456789,1000033871,,8/7/2023,,23.25,Univ,2015,2015,
10003872,Clinical journal of oncology nursing (1997- ),Chemotherapy in the Elderly: Supportive Measures for Chemotherapy-Induced Myelotoxicity,12345XX-25273,123456789,1000024957,,8/8/2023,,23.25,Univ,2015,2015,
10003873,Clinical journal of oncology nursing (1997- ),Acute Myeloid Leukemia: A Classification and Treatment Update,12345XX-25277,123456789,1000022841,,8/9/2023,,23.25,Univ,2015,2015,
10003874,Clinical journal of oncology nursing (1997- ),Chemotherapy in the Elderly: Supportive Measures for Chemotherapy-Induced Myelotoxicity,12345XX-25282,123456789,1000009119,,8/10/2023,,23.25,Univ,2015,2015,
