Detail ID,Title,Article,Standard Number,Wr Wrk Inst,RH Acct Number,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author,Line,Error Reason
10001726,A Maimonides reader,Excerpt from A Maimonides Reader,12345XX-01,123456789,1000007507,,9/22/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,607,Market Period From: Field is required and cannot be null or empty
10001727,A Maimonides reader,Excerpt from A Maimonides Reader,12345XX-01,123456789,1000014153,,9/23/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,608,Market Period From: Field is required and cannot be null or empty
10001728,A Maimonides reader,Excerpt from A Maimonides Reader,12345XX-01,123456789,1000014154,,9/24/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,609,Market Period From: Field is required and cannot be null or empty
10001729,Academic encounters : reading1088.89 study skills1088.89 and writing : content focus1088.89 human behavior,Body Language,12345XX-1900,123456789,1000017730,,9/25/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,610,Market Period From: Field is required and cannot be null or empty
10001730,Academic encounters : reading1088.89 study skills1088.89 and writing : content focus1088.89 human behavior,Body Language,12345XX-1910,123456789,1000007092,,9/26/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,611,Market Period From: Field is required and cannot be null or empty
10001731,Academic encounters : reading1088.89 study skills1088.89 and writing : content focus1088.89 human behavior,Body Language,12345XX-1914,123456789,1000006987,,9/27/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,612,Market Period From: Field is required and cannot be null or empty
10001732,Academic encounters : reading1088.89 study skills1088.89 and writing : content focus1088.89 human behavior,Body Language,12345XX-1918,123456789,1000012514,,9/28/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,613,Market Period From: Field is required and cannot be null or empty
10001733,Academic encounters : reading1088.89 study skills1088.89 and writing : content focus1088.89 human behavior,Body Language,12345XX-1928,123456789,1000003950,,9/29/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,614,Market Period From: Field is required and cannot be null or empty
10001734,Academic encounters : reading1088.89 study skills1088.89 and writing : content focus1088.89 human behavior,Body Language,12345XX-1932,123456789,1000007089,,9/30/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,615,Market Period From: Field is required and cannot be null or empty
10001735,American journal of physiology: regulatory1088.89 integrative and comparative physiology (1977- ),Excerpt from American Journal of Physiology: Regulatory Integrative and Comparative Physiology,12345XX-7229,123456789,1000007085,,10/1/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,616,Market Period From: Field is required and cannot be null or empty
10001736,American journal of physiology: regulatory1088.89 integrative and comparative physiology (1977- ),Excerpt from American Journal of Physiology: Regulatory Integrative and Comparative Physiology,12345XX-7231,123456789,1000007084,,10/2/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,617,Market Period From: Field is required and cannot be null or empty
10001737,American journal of physiology: regulatory1088.89 integrative and comparative physiology (1977- ),Excerpt from American Journal of Physiology: Regulatory Integrative and Comparative Physiology,12345XX-7233,123456789,1000007083,,10/3/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,618,Market Period From: Field is required and cannot be null or empty
10001738,American journal of physiology: regulatory1088.89 integrative and comparative physiology (1977- ),Excerpt from American Journal of Physiology: Regulatory Integrative and Comparative Physiology,12345XX-7235,123456789,1000007082,,10/4/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,619,Market Period From: Field is required and cannot be null or empty
10001739,American journal of physiology: regulatory1088.89 integrative and comparative physiology (1977- ),Excerpt from American Journal of Physiology: Regulatory Integrative and Comparative Physiology,12345XX-7237,123456789,1000007081,,10/5/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,620,Market Period From: Field is required and cannot be null or empty
10001740,American journal of physiology: regulatory1088.89 integrative and comparative physiology (1977- ),Excerpt from American Journal of Physiology: Regulatory Integrative and Comparative Physiology,12345XX-7239,123456789,1000007071,,10/6/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,621,Market Period From: Field is required and cannot be null or empty
10001741,An Anthology of modern Persian poetry,Someone Who Isn't Like Anyone,12345XX-7891,123456789,1000014156,,10/7/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,622,Market Period From: Field is required and cannot be null or empty
10001742,An Anthology of modern Persian poetry,Those Days,12345XX-7894,123456789,1000014158,,10/8/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,623,Market Period From: Field is required and cannot be null or empty
10001743,An Anthology of modern Persian poetry,Another Birth,12345XX-7895,123456789,1000014157,,10/9/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,624,Market Period From: Field is required and cannot be null or empty
10001744,An Anthology of modern Persian poetry,The Wind Will Take Us,12345XX-7898,123456789,1000014160,,10/10/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,625,Market Period From: Field is required and cannot be null or empty
10001745,An Anthology of modern Persian poetry,I'll Be Greeting the Sun Again,12345XX-7904,123456789,1000014161,,10/11/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,626,Market Period From: Field is required and cannot be null or empty
10001746,An Anthology of modern Persian poetry,Someone Who Isn't Like Anyone,12345XX-7918,123456789,1000014162,,10/12/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,627,Market Period From: Field is required and cannot be null or empty
10001747,An Anthology of modern Persian poetry,Those Days,12345XX-7921,123456789,1000014163,,10/13/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,628,Market Period From: Field is required and cannot be null or empty
10001748,An Anthology of modern Persian poetry,Another Birth,12345XX-7922,123456789,1000015835,,10/14/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,629,Market Period From: Field is required and cannot be null or empty
10001749,An Anthology of modern Persian poetry,The Wind Will Take Us,12345XX-7925,123456789,1000007059,,10/15/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,630,Market Period From: Field is required and cannot be null or empty
10001750,An Anthology of modern Persian poetry,I'll Be Greeting the Sun Again,12345XX-7931,123456789,1000023895,,10/16/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,631,Market Period From: Field is required and cannot be null or empty
10001751,Anarchy1088.89 state1088.89 and utopia,'The Experience Machine',12345XX-8552,123456789,1000007128,,10/17/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,632,Market Period From: Field is required and cannot be null or empty
10001752,Anarchy1088.89 state1088.89 and utopia,'The Experience Machine',12345XX-8564,123456789,1000031533,,10/18/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,633,Market Period From: Field is required and cannot be null or empty
10001753,Annual review of physiology,Excerpt from Annual Review of Physiology,12345XX-9610,123456789,1000023877,,10/19/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,634,Market Period From: Field is required and cannot be null or empty
10001754,Annual review of physiology,Excerpt from Annual Review of Physiology,12345XX-9612,123456789,1000023452,,10/20/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,635,Market Period From: Field is required and cannot be null or empty
10001755,Annual review of physiology,Excerpt from Annual Review of Physiology,12345XX-9615,123456789,1000007057,,10/21/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,636,Market Period From: Field is required and cannot be null or empty
10001756,Annual review of physiology,Excerpt from Annual Review of Physiology,12345XX-9617,123456789,1000009345,,10/22/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,637,Market Period From: Field is required and cannot be null or empty
10001757,Annual review of physiology,Excerpt from Annual Review of Physiology,12345XX-9619,123456789,1000026798,,10/23/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,638,Market Period From: Field is required and cannot be null or empty
10001758,Annual review of physiology,Excerpt from Annual Review of Physiology,12345XX-9622,123456789,1000012537,,10/24/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,639,Market Period From: Field is required and cannot be null or empty
10001759,Apoptosis : physiology and pathology,Excerpts from Apoptosis: Physiology and Pathology,12345XX-10717,123456789,1000022607,,10/25/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,640,Market Period From: Field is required and cannot be null or empty
10001760,Apoptosis : physiology and pathology,Excerpts from Apoptosis: Physiology and Pathology,12345XX-10719,123456789,1000007044,,10/26/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,641,Market Period From: Field is required and cannot be null or empty
10001761,Audio culture : readings in modern music,Noise and Politics,12345XX-13073,123456789,1000007005,,10/27/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,642,Market Period From: Field is required and cannot be null or empty
10001762,Audio culture : readings in modern music,Noise and Politics,12345XX-13100,123456789,1000007045,,10/28/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,643,Market Period From: Field is required and cannot be null or empty
10001763,Building numerical literacy every day in grades K-3,Graphic Organizers for 'Moderated Marketing' Observations,12345XX-18571,123456789,1000007014,,10/29/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,644,Market Period From: Field is required and cannot be null or empty
10001764,Building numerical literacy every day in grades K-3,Graphic Organizers for 'Moderated Marketing' Observations,12345XX-18596,123456789,1000007010,,10/30/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,645,Market Period From: Field is required and cannot be null or empty
10001765,Business week (1929- ),Deliver a Presentation like Steve Jobs,12345XX-19295,123456789,1000007011,,10/31/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,646,Market Period From: Field is required and cannot be null or empty
10001766,Business week (1929- ),Ins and Outs of Cash Flow1088.89 The,12345XX-19303,123456789,1000014164,,11/1/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,647,Market Period From: Field is required and cannot be null or empty
10001767,Business week (1929- ),Deliver a Presentation like Steve Jobs,12345XX-19538,123456789,1000014165,,11/2/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,648,Market Period From: Field is required and cannot be null or empty
10001768,Business week (1929- ),Ins and Outs of Cash Flow1088.89 The,12345XX-19546,123456789,1000014166,,11/3/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,649,Market Period From: Field is required and cannot be null or empty
10001769,Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20319,123456789,1000014167,,11/4/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,650,Market Period From: Field is required and cannot be null or empty
10001770,Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20329,123456789,1000014168,,11/5/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,651,Market Period From: Field is required and cannot be null or empty
10001771,Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20341,123456789,1000007076,,11/6/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,652,Market Period From: Field is required and cannot be null or empty
10001772,Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20343,123456789,1000014155,,11/7/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,653,Market Period From: Field is required and cannot be null or empty
10001773,Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20347,123456789,1000007003,,11/8/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,654,Market Period From: Field is required and cannot be null or empty
10001774,Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20354,123456789,1000012036,,11/9/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,655,Market Period From: Field is required and cannot be null or empty
10001775,Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20384,123456789,1000011532,,11/10/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,656,Market Period From: Field is required and cannot be null or empty
10001776,Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20394,123456789,1000031600,,11/11/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,657,Market Period From: Field is required and cannot be null or empty
10001777,Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20406,123456789,1000032668,,11/12/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,658,Market Period From: Field is required and cannot be null or empty
10001778,Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20408,123456789,1000006981,,11/13/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,659,Market Period From: Field is required and cannot be null or empty
10001779,Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20412,123456789,1000014169,,11/14/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,660,Market Period From: Field is required and cannot be null or empty
10001780,Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20419,123456789,1000028177,,11/15/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,661,Market Period From: Field is required and cannot be null or empty
10001781,Children's Literature Association quarterly (1979- ),The Child Audience,12345XX-23101,123456789,1000015216,,11/16/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,662,Market Period From: Field is required and cannot be null or empty
10001782,Children's Literature Association quarterly (1979- ),The Child Audience,12345XX-23103,123456789,1000007050,,11/17/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,663,Market Period From: Field is required and cannot be null or empty
10001783,Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-23995,123456789,1000006332,,11/18/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,664,Market Period From: Field is required and cannot be null or empty
10001784,Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-23998,123456789,1000018997,,11/19/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,665,Market Period From: Field is required and cannot be null or empty
10001785,Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-24001,123456789,1000006976,,11/20/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,666,Market Period From: Field is required and cannot be null or empty
10001786,Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-24004,123456789,1000026712,,11/21/2017,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,667,Market Period From: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1885,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1886,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1887,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1888,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1889,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1890,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1891,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1892,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1893,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1894,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1895,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1896,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1897,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1898,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1899,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1900,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1901,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1902,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1903,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1904,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1905,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1906,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1907,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1908,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1909,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1910,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1911,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1912,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1913,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1914,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1915,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1916,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1917,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1918,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1919,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1920,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1921,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1922,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1923,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
,,,,,,,,,,,,,,1924,Detail ID: Field is required and cannot be null or empty; Title: Field is required and cannot be null or empty; Standard Number: Field is required and cannot be null or empty; Reported Value: Field is required and cannot be null or empty; Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty; Market Period To: Field is required and cannot be null or empty
