Title,Article,Standard Number,Wr Wrk Inst,RH Account #,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author,Comment,Line,Error Reason
American journal of physiology: regulatory1088.89 integrative and comparative physiology (1977- ),Excerpt from American Journal of Physiology: Regulatory Integrative and Comparative Physiology,12345XX-7239,123456789,1000007071,,10/6/2017,,23.25,,,2015,,,621,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
An Anthology of modern Persian poetry,Someone Who Isn't Like Anyone,12345XX-7891,123456789,1000014156,,10/7/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,622,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
An Anthology of modern Persian poetry,Those Days,12345XX-7894,123456789,1000014158,,10/8/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,623,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
An Anthology of modern Persian poetry,Another Birth,12345XX-7895,123456789,1000014157,,10/9/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,624,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
An Anthology of modern Persian poetry,The Wind Will Take Us,12345XX-7898,123456789,1000014160,,10/10/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,625,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
An Anthology of modern Persian poetry,I'll Be Greeting the Sun Again,12345XX-7904,123456789,1000014161,,10/11/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,626,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
An Anthology of modern Persian poetry,Someone Who Isn't Like Anyone,12345XX-7918,123456789,1000014162,,10/12/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,627,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
An Anthology of modern Persian poetry,Those Days,12345XX-7921,123456789,1000014163,,10/13/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,628,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
An Anthology of modern Persian poetry,Another Birth,12345XX-7922,123456789,1000015835,,10/14/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,629,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
An Anthology of modern Persian poetry,The Wind Will Take Us,12345XX-7925,123456789,1000007059,,10/15/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,630,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
An Anthology of modern Persian poetry,I'll Be Greeting the Sun Again,12345XX-7931,123456789,1000023895,,10/16/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,631,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Anarchy1088.89 state1088.89 and utopia,'The Experience Machine',12345XX-8552,123456789,1000007128,,10/17/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,632,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Anarchy1088.89 state1088.89 and utopia,'The Experience Machine',12345XX-8564,123456789,1000031533,,10/18/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,633,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Annual review of physiology,Excerpt from Annual Review of Physiology,12345XX-9610,123456789,1000023877,,10/19/2017,,23.25,,,2015,,,634,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Annual review of physiology,Excerpt from Annual Review of Physiology,12345XX-9612,123456789,1000023452,,10/20/2017,,23.25,,,2015,,,635,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Annual review of physiology,Excerpt from Annual Review of Physiology,12345XX-9615,123456789,1000007057,,10/21/2017,,23.25,,,2015,,,636,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Annual review of physiology,Excerpt from Annual Review of Physiology,12345XX-9617,123456789,1000009345,,10/22/2017,,23.25,,,2015,,,637,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Annual review of physiology,Excerpt from Annual Review of Physiology,12345XX-9619,123456789,1000026798,,10/23/2017,,23.25,,,2015,,,638,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Annual review of physiology,Excerpt from Annual Review of Physiology,12345XX-9622,123456789,1000012537,,10/24/2017,,23.25,,,2015,,,639,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Apoptosis : physiology and pathology,Excerpts from Apoptosis: Physiology and Pathology,12345XX-10717,123456789,1000022607,,10/25/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,640,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Apoptosis : physiology and pathology,Excerpts from Apoptosis: Physiology and Pathology,12345XX-10719,123456789,1000007044,,10/26/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,641,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Audio culture : readings in modern music,Noise and Politics,12345XX-13073,123456789,1000007005,,10/27/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,642,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Audio culture : readings in modern music,Noise and Politics,12345XX-13100,123456789,1000007045,,10/28/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,643,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Building numerical literacy every day in grades K-3,Graphic Organizers for 'Moderated Marketing' Observations,12345XX-18571,123456789,1000007014,,10/29/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,644,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Building numerical literacy every day in grades K-3,Graphic Organizers for 'Moderated Marketing' Observations,12345XX-18596,123456789,1000007010,,10/30/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,645,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Business week (1929- ),Deliver a Presentation like Steve Jobs,12345XX-19295,123456789,1000007011,,10/31/2017,,23.25,,,2015,,,646,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Business week (1929- ),Ins and Outs of Cash Flow1088.89 The,12345XX-19303,123456789,1000014164,,11/1/2017,,23.25,,,2015,,,647,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Business week (1929- ),Deliver a Presentation like Steve Jobs,12345XX-19538,123456789,1000014165,,11/2/2017,,23.25,,,2015,,,648,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Business week (1929- ),Ins and Outs of Cash Flow1088.89 The,12345XX-19546,123456789,1000014166,,11/3/2017,,23.25,,,2015,,,649,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20319,123456789,1000014167,,11/4/2017,,23.25,,,2015,,,650,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20329,123456789,1000014168,,11/5/2017,,23.25,,,2015,,,651,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20341,123456789,1000007076,,11/6/2017,,23.25,,,2015,,,652,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20343,123456789,1000014155,,11/7/2017,,23.25,,,2015,,,653,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20347,123456789,1000007003,,11/8/2017,,23.25,,,2015,,,654,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20354,123456789,1000012036,,11/9/2017,,23.25,,,2015,,,655,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20384,123456789,1000011532,,11/10/2017,,23.25,,,2015,,,656,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20394,123456789,1000031600,,11/11/2017,,23.25,,,2015,,,657,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20406,123456789,1000032668,,11/12/2017,,23.25,,,2015,,,658,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20408,123456789,1000006981,,11/13/2017,,23.25,,,2015,,,659,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Canadian journal of occupational therapy (2013- ),Professional Identity Individual Responsibility and Public Accountability Through The Use of Title in Occupational Therapy.,12345XX-20412,123456789,1000014169,,11/14/2017,,23.25,,,2015,,,660,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Canadian journal of occupational therapy (2013- ),CAOT Position Statement - Occupations and Health Vol 11,12345XX-20419,123456789,1000028177,,11/15/2017,,23.25,,,2015,,,661,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Children's Literature Association quarterly (1979- ),The Child Audience,12345XX-23101,123456789,1000015216,,11/16/2017,,23.25,,,2015,,,662,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Children's Literature Association quarterly (1979- ),The Child Audience,12345XX-23103,123456789,1000007050,,11/17/2017,,23.25,,,2015,,,663,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-23995,123456789,1000006332,,11/18/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,664,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-23998,123456789,1000018997,,11/19/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,665,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-24001,123456789,1000006976,,11/20/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,666,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-24004,123456789,1000026712,,11/21/2017,,23.25,,,2015,Aarseth1088.89 Espen J.,,667,Market: Field is required and cannot be null or empty; Market Period From: Field is required and cannot be null or empty
Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-24007,123456789,1000031808,,11/22/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,668,Market: Field is required and cannot be null or empty
Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-24010,123456789,1000001021,,11/23/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,669,Market: Field is required and cannot be null or empty
Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-24016,123456789,1000025781,,11/24/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,670,Market: Field is required and cannot be null or empty
Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-24019,123456789,1000001770,,11/25/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,671,Market: Field is required and cannot be null or empty
Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-24022,123456789,1000000848,,11/26/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,672,Market: Field is required and cannot be null or empty
Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-24025,123456789,1000017209,,11/27/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,673,Market: Field is required and cannot be null or empty
Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-24028,123456789,1000013531,,11/28/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,674,Market: Field is required and cannot be null or empty
Church1088.89 state1088.89 and Jew in the Middle Ages,Traditional Conversionary Literature,12345XX-24031,123456789,1000003766,,11/29/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,675,Market: Field is required and cannot be null or empty
Conversion and text : the cases of Augustine of Hippo1088.89 Herman-Judah1088.89 and Constantine Tsatsos,How He was Baptized and What Tricks of the Devil He Endured in that Baptism,12345XX-30523,123456789,1000006767,,11/30/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,676,Market: Field is required and cannot be null or empty
Conversion and text : the cases of Augustine of Hippo1088.89 Herman-Judah1088.89 and Constantine Tsatsos,How He was Baptized and What Tricks of the Devil He Endured in that Baptism,12345XX-30524,123456789,1000029689,,12/1/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,677,Market: Field is required and cannot be null or empty
Conversion and text : the cases of Augustine of Hippo1088.89 Herman-Judah1088.89 and Constantine Tsatsos,How He was Baptized and What Tricks of the Devil He Endured in that Baptism,12345XX-30525,123456789,1000020817,,12/2/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,678,Market: Field is required and cannot be null or empty
Conversion and text : the cases of Augustine of Hippo1088.89 Herman-Judah1088.89 and Constantine Tsatsos,How He was Baptized and What Tricks of the Devil He Endured in that Baptism,12345XX-30526,123456789,1000033568,,12/3/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,679,Market: Field is required and cannot be null or empty
Conversion and text : the cases of Augustine of Hippo1088.89 Herman-Judah1088.89 and Constantine Tsatsos,How He was Baptized and What Tricks of the Devil He Endured in that Baptism,12345XX-30527,123456789,1000014600,,12/4/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,680,Market: Field is required and cannot be null or empty
Conversion and text : the cases of Augustine of Hippo1088.89 Herman-Judah1088.89 and Constantine Tsatsos,How He was Baptized and What Tricks of the Devil He Endured in that Baptism,12345XX-30528,123456789,1000023888,,12/5/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,681,Market: Field is required and cannot be null or empty
Conversion and text : the cases of Augustine of Hippo1088.89 Herman-Judah1088.89 and Constantine Tsatsos,How He was Baptized and What Tricks of the Devil He Endured in that Baptism,12345XX-30530,123456789,1000030355,,12/6/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,682,Market: Field is required and cannot be null or empty
Conversion and text : the cases of Augustine of Hippo1088.89 Herman-Judah1088.89 and Constantine Tsatsos,How He was Baptized and What Tricks of the Devil He Endured in that Baptism,12345XX-30531,123456789,1000024537,,12/7/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,683,Market: Field is required and cannot be null or empty
Conversion and text : the cases of Augustine of Hippo1088.89 Herman-Judah1088.89 and Constantine Tsatsos,How He was Baptized and What Tricks of the Devil He Endured in that Baptism,12345XX-30532,123456789,1000028934,,12/8/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,684,Market: Field is required and cannot be null or empty
Conversion and text : the cases of Augustine of Hippo1088.89 Herman-Judah1088.89 and Constantine Tsatsos,How He was Baptized and What Tricks of the Devil He Endured in that Baptism,12345XX-30533,123456789,1000021552,,12/9/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,685,Market: Field is required and cannot be null or empty
Conversion and text : the cases of Augustine of Hippo1088.89 Herman-Judah1088.89 and Constantine Tsatsos,How He was Baptized and What Tricks of the Devil He Endured in that Baptism,12345XX-30534,123456789,1000007609,,12/10/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,686,Market: Field is required and cannot be null or empty
Conversion and text : the cases of Augustine of Hippo1088.89 Herman-Judah1088.89 and Constantine Tsatsos,How He was Baptized and What Tricks of the Devil He Endured in that Baptism,12345XX-30535,123456789,1000005026,,12/11/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,687,Market: Field is required and cannot be null or empty
Disputation and dialogue : readings in the Jewish-Christian encounter,The Book of the Covenant,12345XX-39627,123456789,1000011107,,12/14/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,690,Market: Field is required and cannot be null or empty
Disputation and dialogue : readings in the Jewish-Christian encounter,The Book of the Covenant,12345XX-39628,123456789,1000024995,,12/15/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,691,Market: Field is required and cannot be null or empty
Disputation and dialogue : readings in the Jewish-Christian encounter,The Book of the Covenant,12345XX-39629,123456789,1000009084,,12/16/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,692,Market: Field is required and cannot be null or empty
Disputation and dialogue : readings in the Jewish-Christian encounter,The Book of the Covenant,12345XX-39630,123456789,1000007982,,12/17/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,693,Market: Field is required and cannot be null or empty
Disputation and dialogue : readings in the Jewish-Christian encounter,The Book of the Covenant,12345XX-39631,123456789,1000017016,,12/18/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,694,Market: Field is required and cannot be null or empty
Disputation and dialogue : readings in the Jewish-Christian encounter,The Book of the Covenant,12345XX-39632,123456789,1000024009,,12/19/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,695,Market: Field is required and cannot be null or empty
Disputation and dialogue : readings in the Jewish-Christian encounter,The Book of the Covenant,12345XX-39634,123456789,1000003426,,12/20/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,696,Market: Field is required and cannot be null or empty
Disputation and dialogue : readings in the Jewish-Christian encounter,The Book of the Covenant,12345XX-39635,123456789,1000003842,,12/21/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,697,Market: Field is required and cannot be null or empty
Disputation and dialogue : readings in the Jewish-Christian encounter,The Book of the Covenant,12345XX-39636,123456789,1000010637,,12/22/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,698,Market: Field is required and cannot be null or empty
Disputation and dialogue : readings in the Jewish-Christian encounter,The Book of the Covenant,12345XX-39637,123456789,1000031499,,12/23/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,699,Market: Field is required and cannot be null or empty
Disputation and dialogue : readings in the Jewish-Christian encounter,The Book of the Covenant,12345XX-39638,123456789,1000014449,,12/24/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,700,Market: Field is required and cannot be null or empty
Disputation and dialogue : readings in the Jewish-Christian encounter,The Book of the Covenant,12345XX-39639,123456789,1000004779,,12/25/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,701,Market: Field is required and cannot be null or empty
Encyclopedia of feminist theories,Sexual Slavery,12345XX-44422,123456789,1000008032,,12/26/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,702,Market: Field is required and cannot be null or empty
Encyclopedia of feminist theories,Sexual Slavery,12345XX-44426,123456789,1000005049,,12/27/2017,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,703,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62881,123456789,1000009381,,12/30/2017,,23.25,,2015,2015,,,706,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62883,123456789,1000023419,,12/31/2017,,23.25,,2015,2015,,,707,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62886,123456789,1000009359,,1/1/2018,,23.25,,2015,2015,,,708,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62888,123456789,1000007944,,1/2/2018,,23.25,,2015,2015,,,709,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62889,123456789,1000014295,,1/3/2018,,23.25,,2015,2015,,,710,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62890,123456789,1000007990,,1/4/2018,,23.25,,2015,2015,,,711,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62891,123456789,1000003344,,1/5/2018,,23.25,,2015,2015,,,712,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62892,123456789,1000010575,,1/6/2018,,23.25,,2015,2015,,,713,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62893,123456789,1000005635,,1/7/2018,,23.25,,2015,2015,,,714,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62896,123456789,1000011838,,1/8/2018,,23.25,,2015,2015,,,715,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62898,123456789,1000001460,,1/9/2018,,23.25,,2015,2015,,,716,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62986,123456789,1000017029,,1/10/2018,,23.25,,2015,2015,,,717,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62988,123456789,1000006014,,1/11/2018,,23.25,,2015,2015,,,718,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62991,123456789,1000019060,,1/12/2018,,23.25,,2015,2015,,,719,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62993,123456789,1000018402,,1/13/2018,,23.25,,2015,2015,,,720,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62994,123456789,1000007987,,1/14/2018,,23.25,,2015,2015,,,721,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62995,123456789,1000032917,,1/15/2018,,23.25,,2015,2015,,,722,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62996,123456789,1000005816,,1/16/2018,,23.25,,2015,2015,,,723,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62997,123456789,1000015266,,1/17/2018,,23.25,,2015,2015,,,724,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-62998,123456789,1000008033,,1/18/2018,,23.25,,2015,2015,,,725,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-63001,123456789,1000007837,,1/19/2018,,23.25,,2015,2015,,,726,Market: Field is required and cannot be null or empty
Harper's (1976- ),Welcome to Cancerland,12345XX-63003,123456789,1000008409,,1/20/2018,,23.25,,2015,2015,,,727,Market: Field is required and cannot be null or empty
International journal of sports medicine (1980- ),Excerpt from International Journal of Sports Medicine,12345XX-72548,123456789,1000007994,,1/21/2018,,23.25,,2015,2015,,,728,Market: Field is required and cannot be null or empty
International journal of sports medicine (1980- ),Excerpt from International Journal of Sports Medicine,12345XX-72550,123456789,1000034417,,1/22/2018,,23.25,,2015,2015,,,729,Market: Field is required and cannot be null or empty
International journal of sports medicine (1980- ),Excerpt from International Journal of Sports Medicine,12345XX-72553,123456789,1000021092,,1/23/2018,,23.25,,2015,2015,,,730,Market: Field is required and cannot be null or empty
International journal of sports medicine (1980- ),Excerpt from International Journal of Sports Medicine,12345XX-72555,123456789,1000031164,,1/24/2018,,23.25,,2015,2015,,,731,Market: Field is required and cannot be null or empty
International journal of sports medicine (1980- ),Excerpt from International Journal of Sports Medicine,12345XX-72557,123456789,1000009781,,1/25/2018,,23.25,,2015,2015,,,732,Market: Field is required and cannot be null or empty
International journal of sports medicine (1980- ),Excerpt from International Journal of Sports Medicine,12345XX-72560,123456789,1000027109,,1/26/2018,,23.25,,2015,2015,,,733,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,An International Loan Gone Awry,12345XX-75609,123456789,1000024369,,1/27/2018,,23.25,,2015,2015,,Aarseth1088.89 Espen J.,,734,Row is incorrect: Expected columns are 14 actual 15
Jewish questions : responsa on Sephardic life in the early modern period,The Death of Tall Aslan,12345XX-75611,123456789,1000010834,,1/28/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,735,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,The Woman with a Steel Welding Monopoly,12345XX-75612,123456789,1000014370,,1/29/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,736,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,The Death of Tall Aslan,12345XX-75619,123456789,1000033304,,1/30/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,737,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,The Woman with a Steel Welding Monopoly,12345XX-75620,123456789,1000003109,,1/31/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,738,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,An International Loan Gone Awry,12345XX-75622,123456789,1000027223,,2/1/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,739,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,An International Loan Gone Awry,12345XX-75634,123456789,1000013345,,2/2/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,740,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,The Death of Tall Aslan,12345XX-75636,123456789,1000007312,,2/3/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,741,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,The Woman with a Steel Welding Monopoly,12345XX-75637,123456789,1000008276,,2/4/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,742,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,The Death of Tall Aslan,12345XX-75644,123456789,1000026917,,2/5/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,743,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,The Woman with a Steel Welding Monopoly,12345XX-75645,123456789,1000003687,,2/6/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,744,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,An International Loan Gone Awry,12345XX-75647,123456789,1000026170,,2/7/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,745,Market: Field is required and cannot be null or empty
Justice as fairness : a restatement,Excerpt from Justice as Fairness: A Restatement,12345XX-82932,123456789,1000003675,,2/8/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,746,Market: Field is required and cannot be null or empty
Justice as fairness : a restatement,Excerpt from Justice as Fairness: A Restatement,12345XX-82934,123456789,1000008499,,2/9/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,747,Market: Field is required and cannot be null or empty
Labor and monopoly capital : the degradation of work in the twentieth century,Foreword to The Original Edition,12345XX-83743,123456789,1000018405,,2/10/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,748,Market: Field is required and cannot be null or empty
Labor and monopoly capital : the degradation of work in the twentieth century,Foreword to The Original Edition,12345XX-83757,123456789,1000030830,,2/11/2018,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,749,Market: Field is required and cannot be null or empty
